PARTICIPANT|SENTNUM|SENTENCE|CODE|COMPILED
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|13|Coral bleaching is a phenomenon in which coral loses it?s color; events leading to coral bleaching are a serious problem with a serious impact on the world?s coral reefs.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|14|Coral bleaching is most noticeable in the Pacific Ocean.|50|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|15|Coral reefs are only most noticeable in the Pacific Ocean.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|16|Coral reefs are only found in clear, shallow, tropical waters.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|17|A coral poylp has a saclike body and a mouth surrounded by stinging tentacles.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|18|Corals live in colonies that are made up of many polyp.|bck|7 - 50
EBA1_PRE_CB_Stites_11_2_Essays_03459_F|19|Reef-building corals need water temperatures between 70-85°F because the process of photosynthesis is sensitive to changes in water temperature.||7 - 50
EBA1_Pre_CB_Stites_11_8_Essays_03442_F|1|Coral bleaching rates vary at different times due to the shifting trade winds.|v1 - 50|1 - 50; 4 - 50; 5 - 50; 7 - 50
EBA1_Pre_CB_Stites_11_8_Essays_03442_F|2|The trade winds weaken or revrse direction completely to ??? from west to east.|1|1 - 50; 4 - 50; 5 - 50; 7 - 50
EBA1_Pre_CB_Stites_11_8_Essays_03442_F|3|It also depends of the lack of zooxantelle there is.|7 - 50|1 - 50; 4 - 50; 5 - 50; 7 - 50
EBA1_Pre_CB_Stites_11_8_Essays_03442_F|4|It provides the coral ne to provide it to be able to survive.|bck|1 - 50; 4 - 50; 5 - 50; 7 - 50
EBA1_Pre_CB_Stites_11_8_Essays_03442_F|5|Also the decrease of carbon dioxide also can effect it which can start causing bleaching, and make it become unhealthy, without photosynthesis the corals can start bleaching and the lack at some soft to cause it trade winds is also ?? ??  because it can start to weaken or get higher.|4 - v50; 5 - v50; 1|1 - 50; 4 - 50; 5 - 50; 7 - 50
EBA1_Pre_CB_Stites_11_8_Essays_03442_F|6|It can cause a lot of shifts towords the worlds climate.|nd|1 - 50; 4 - 50; 5 - 50; 7 - 50
